"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:08:48,4400635","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\OpenCL.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4400819","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\OpenCL.dll","SUCCESS","AllocationSize: 61 440, EndOfFile: 59 392, NumberOfLinks: 1, DeletePending: False, Directory: False"
"15:08:48,4401227","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\OpenCL.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4402412","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\amdocl.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4402816","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\amdocl.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4403088","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\amdocl.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4403527","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\amdocl.dll","SUCCESS","IndexNumber: 0xd0000000100f6"
"15:08:48,4403790","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\amdocl.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4403997","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\amdocl.dll","SUCCESS","AllocationSize: 39 714 816, EndOfFile: 39 714 304, NumberOfLinks: 1, DeletePending: False, Directory: False"
"15:08:48,4404515","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\amdocl.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4405849","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\opengl32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4406902","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\opengl32.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4407205","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\opengl32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4407446","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\opengl32.dll","SUCCESS","IndexNumber: 0x1000000009a82"
"15:08:48,4407758","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\opengl32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4408030","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\opengl32.dll","SUCCESS","AllocationSize: 794 624, EndOfFile: 791 552, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4408557","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\opengl32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4409860","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\glu32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4411427","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\glu32.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4411691","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\glu32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4411919","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\glu32.dll","SUCCESS","IndexNumber: 0x100000000973b"
"15:08:48,4412165","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\glu32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4412375","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\glu32.dll","SUCCESS","AllocationSize: 131 072, EndOfFile: 130 048, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4412797","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\glu32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4414069","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\ddraw.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4415070","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\ddraw.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4415316","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\ddraw.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4415527","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\ddraw.dll","SUCCESS","IndexNumber: 0x1000000009634"
"15:08:48,4415764","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\ddraw.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4415948","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\ddraw.dll","SUCCESS","AllocationSize: 532 480, EndOfFile: 531 968, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4416361","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\ddraw.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4417668","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\dciman32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4418814","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\dciman32.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4419082","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\dciman32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4419341","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\dciman32.dll","SUCCESS","IndexNumber: 0x100000000962d"
"15:08:48,4419635","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\dciman32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4419876","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\dciman32.dll","SUCCESS","AllocationSize: 12 288, EndOfFile: 10 240, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4420368","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\dciman32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4421715","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\atiadlxy.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4422202","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\atiadlxy.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4422444","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\atiadlxy.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4422729","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\atiadlxy.dll","SUCCESS","IndexNumber: 0x10000000010049"
"15:08:48,4423023","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\atiadlxy.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4423220","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\atiadlxy.dll","SUCCESS","AllocationSize: 929 792, EndOfFile: 926 720, NumberOfLinks: 1, DeletePending: False, Directory: False"
"15:08:48,4423642","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\atiadlxy.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4425024","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4426082","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4426341","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4426582","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","IndexNumber: 0x1000000009ad8"
"15:08:48,4426846","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\propsys.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4427105","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","AllocationSize: 991 232, EndOfFile: 988 160, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4427895","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\propsys.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4429146","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\userenv.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4430388","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\userenv.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4430642","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\userenv.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4430888","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\userenv.dll","SUCCESS","IndexNumber: 0x1000000009c82"
"15:08:48,4431147","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\userenv.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4431380","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\userenv.dll","SUCCESS","AllocationSize: 81 920, EndOfFile: 81 920, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4431836","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\userenv.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4433074","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\profapi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4434189","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\profapi.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4434483","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\profapi.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4434746","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\profapi.dll","SUCCESS","IndexNumber: 0x1000000009ad6"
"15:08:48,4434987","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\profapi.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4435194","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\profapi.dll","SUCCESS","AllocationSize: 32 768, EndOfFile: 31 744, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4435637","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\profapi.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4436949","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\wtsapi32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4437989","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\wtsapi32.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4438261","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\wtsapi32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4438485","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\wtsapi32.dll","SUCCESS","IndexNumber: 0x1000000009d8b"
"15:08:48,4438762","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\wtsapi32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4438999","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\wtsapi32.dll","SUCCESS","AllocationSize: 40 960, EndOfFile: 40 448, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4439460","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\wtsapi32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4440833","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\psapi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4441874","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\psapi.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4442111","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\psapi.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4442326","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\psapi.dll","SUCCESS","IndexNumber: 0x1000000009adc"
"15:08:48,4442558","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\psapi.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4442747","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\psapi.dll","SUCCESS","AllocationSize: 8 192, EndOfFile: 6 144, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4443160","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\psapi.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4444345","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\IPHLPAPI.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4445319","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\IPHLPAPI.DLL","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4445556","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\IPHLPAPI.DLL","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4445771","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\IPHLPAPI.DLL","SUCCESS","IndexNumber: 0x10000000097ae"
"15:08:48,4445995","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\IPHLPAPI.DLL","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4446188","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\IPHLPAPI.DLL","SUCCESS","AllocationSize: 106 496, EndOfFile: 103 936, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4446609","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\IPHLPAPI.DLL","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4447768","GPU-Z.exe","1748","CreateFile","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4448742","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4448984","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4449194","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","IndexNumber: 0x1000000009d00"
"15:08:48,4449414","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\winnsi.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4449598","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","AllocationSize: 20 480, EndOfFile: 16 896, NumberOfLinks: 2, DeletePending: False, Directory: False"
"15:08:48,4450046","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\SysWOW64\winnsi.dll","SUCCESS","SyncType: SyncTypeOther"
"15:08:48,4451358","GPU-Z.exe","1748","CreateFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:08:48,4452372","GPU-Z.exe","1748","SetBasicInformationFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","CreationTime: 01.01.1601 4:59:59, LastAccessTime: 01.01.1601 4:59:59, LastWriteTime: 01.01.1601 4:59:59, ChangeTime: 01.01.1601 4:59:59, FileAttributes: n/a"
"15:08:48,4452609","GPU-Z.exe","1748","QueryAttributeTagFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","Attributes: A, ReparseTag: 0x0"
"15:08:48,4452828","GPU-Z.exe","1748","QueryFileInternalInformationFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","IndexNumber: 0x1000000000ff95"
"15:08:48,4453044","GPU-Z.exe","1748","CreateFileMapping","C:\Windows\System32\atiapfxx.blb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:08:48,4453241","GPU-Z.exe","1748","QueryStandardInformationFile","C:\Windows\System32\atiapfxx.blb","SUCCESS","AllocationSize: 663 552, EndOfFile: 660 928, NumberOfLinks: 1, DeletePending: False, Directory: False"
