SUDT ACCESSPORT LOG FILE - Monitor mode

Монитор: COM4
Задать время: 2017-05-13, 22:35:26
Имя компьютера: NEON
Версия системы:  (Build 9200)

#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( Hex )	

163	22:34:42.679	0.00009773	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
164	22:34:42.679	0.00038364	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
165	22:34:42.679	0.00000583	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
166	22:34:42.679	0.00000839	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
167	22:34:42.679	0.00000255	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
168	22:34:42.679	0.00012399	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
169	22:34:45.679	0.00006345	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
170	22:34:45.679	0.00070418	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
171	22:34:45.679	0.00007512	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
172	22:34:45.679	0.00029247	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
173	22:34:45.679	0.00035191	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
174	22:34:45.679	0.00007731	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
175	22:34:45.679	0.00013055	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
176	22:34:45.679	0.00006637	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: 0, ReadTotalTimeoutConstant: 0, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 0	
177	22:34:45.679	0.00000365	wdtmon3.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM4	SUCCESS	Mask: RXCHAR	
178	22:34:45.679	0.00023667	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	SUCCESS		
179	22:34:45.679	0.00006017	wdtmon3.exe	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 2, Data: 7E 55 	
180	22:34:45.679	0.00000839	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
181	22:34:45.679	0.00018525	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
182	22:34:45.679	0.00060244	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
183	22:34:45.679	0.00007075	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
184	22:34:45.679	0.00017285	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
185	22:34:45.679	0.00095982	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
186	22:34:45.695	0.00000328	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
187	22:34:45.695	0.00000146	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
188	22:34:45.695	0.00000146	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
189	22:34:45.695	0.00010320	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
190	22:34:48.680	0.00006455	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
191	22:34:48.680	0.00040296	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
192	22:34:48.680	0.00007877	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
193	22:34:48.680	0.00021333	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
194	22:34:48.680	0.00066079	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
195	22:34:48.680	0.00018963	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
196	22:34:48.680	0.00014332	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
197	22:34:48.680	0.00007804	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: 0, ReadTotalTimeoutConstant: 0, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 0	
198	22:34:48.680	0.00007221	wdtmon3.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM4	SUCCESS	Mask: RXCHAR	
199	22:34:48.680	0.00000000	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4			
200	22:34:48.680	0.00032857	wdtmon3.exe	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 2, Data: 7E 55 	
201	22:34:48.696	0.00000729	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
202	22:34:48.696	0.00012581	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
203	22:34:48.712	0.00042740	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
204	22:34:48.712	0.00004267	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
205	22:34:48.712	0.00018416	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
206	22:34:48.712	0.00044563	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
207	22:34:48.712	0.00001495	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
208	22:34:48.712	0.00000146	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
209	22:34:48.712	0.00000146	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
210	22:34:48.712	0.00011815	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
211	22:34:51.689	0.00006783	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
212	22:34:51.689	0.00043068	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
213	22:34:51.689	0.00006163	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
214	22:34:51.689	0.00012326	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
215	22:34:51.689	0.00036905	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
216	22:34:51.689	0.00008059	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
217	22:34:51.689	0.00001167	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
218	22:34:51.689	0.00000401	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: 0, ReadTotalTimeoutConstant: 0, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 0	
219	22:34:51.689	0.00001349	wdtmon3.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM4	SUCCESS	Mask: RXCHAR	
220	22:34:51.689	0.00034899	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	SUCCESS		
221	22:34:51.689	0.00015754	wdtmon3.exe	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 2, Data: 7E 55 	
222	22:34:51.689	0.00025308	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
223	22:34:51.689	0.00041828	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
224	22:34:51.689	0.00067173	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
225	22:34:51.689	0.00008387	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
226	22:34:51.689	0.00013092	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
227	22:34:51.689	0.00037342	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
228	22:34:51.689	0.00000438	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
229	22:34:51.689	0.00000255	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
230	22:34:51.689	0.00000292	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
231	22:34:51.689	0.00009518	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
232	22:34:54.682	0.00006892	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
233	22:34:54.682	0.00051528	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
234	22:34:54.682	0.00009846	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
235	22:34:54.682	0.00029429	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
236	22:34:54.682	0.00042630	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
237	22:34:54.682	0.00000948	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
238	22:34:54.682	0.00000875	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
239	22:34:54.682	0.00000693	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: 0, ReadTotalTimeoutConstant: 0, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 0	
240	22:34:54.682	0.00000365	wdtmon3.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM4	SUCCESS	Mask: RXCHAR	
241	22:34:54.682	0.00023485	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	SUCCESS		
242	22:34:54.682	0.00000000	wdtmon3.exe	IRP_MJ_WRITE                        	COM4		Length: 2, Data: 7E 55 	
243	22:34:54.682	0.00022500	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
244	22:34:54.682	0.00059369	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
245	22:34:54.682	0.00028226	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
246	22:34:54.682	0.00000620	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
247	22:34:54.682	0.00018562	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
248	22:34:54.682	0.00035191	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
249	22:34:54.682	0.00012180	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
250	22:34:54.682	0.00007658	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
251	22:34:54.682	0.00007585	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
252	22:34:54.682	0.00026001	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
253	22:34:57.681	0.00006491	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
254	22:34:57.681	0.00060025	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
255	22:34:57.681	0.00000693	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
256	22:34:57.681	0.00015900	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
257	22:34:57.681	0.00045548	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
258	22:34:57.681	0.00004923	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
259	22:34:57.681	0.00007366	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
260	22:34:57.681	0.00007840	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: 0, ReadTotalTimeoutConstant: 0, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 0	
261	22:34:57.681	0.00011451	wdtmon3.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM4	SUCCESS	Mask: RXCHAR	
262	22:34:57.681	0.00051856	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	SUCCESS		
263	22:34:57.681	0.00020640	wdtmon3.exe	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 2, Data: 7E 55 	
264	22:34:57.681	0.00000912	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
265	22:34:57.681	0.00026001	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
266	22:34:57.697	0.00035264	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
267	22:34:57.697	0.00004011	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
268	22:34:57.697	0.00011305	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
269	22:34:57.697	0.00026256	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
270	22:34:57.697	0.00000255	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
271	22:34:57.697	0.00000146	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
272	22:34:57.697	0.00000438	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
273	22:34:57.697	0.00011123	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
274	22:35:00.684	0.00018708	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
275	22:35:00.684	0.00048720	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
276	22:35:00.684	0.00007913	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
277	22:35:00.684	0.00031107	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
278	22:35:00.684	0.00037014	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
279	22:35:00.684	0.00007403	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
280	22:35:00.684	0.00004558	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
281	22:35:00.684	0.00013894	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: 0, ReadTotalTimeoutConstant: 0, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 0	
282	22:35:00.684	0.00007075	wdtmon3.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM4	SUCCESS	Mask: RXCHAR	
283	22:35:00.684	0.00024907	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	SUCCESS		
284	22:35:00.684	0.00006710	wdtmon3.exe	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 2, Data: 7E 55 	
285	22:35:00.684	0.00002844	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
286	22:35:00.684	0.00046897	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
287	22:35:00.684	0.00046423	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
288	22:35:00.684	0.00014477	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
289	22:35:00.684	0.00018525	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
290	22:35:00.684	0.00061046	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
291	22:35:00.684	0.00000693	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
292	22:35:00.684	0.00000292	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
293	22:35:00.684	0.00000948	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
294	22:35:00.684	0.00016702	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
295	22:35:03.635	0.00004522	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
296	22:35:03.635	0.00036650	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
297	22:35:03.635	0.00004814	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
298	22:35:03.635	0.00016921	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
299	22:35:03.635	0.00028299	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
300	22:35:03.635	0.00000255	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
301	22:35:03.635	0.00000255	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
302	22:35:03.635	0.00000146	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: 0, ReadTotalTimeoutConstant: 0, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 0	
303	22:35:03.635	0.00000292	wdtmon3.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM4	SUCCESS	Mask: RXCHAR	
304	22:35:03.635	0.00019765	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	SUCCESS		
305	22:35:03.635	0.00003647	wdtmon3.exe	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 2, Data: 7E 55 	
306	22:35:03.635	0.00000474	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
307	22:35:03.635	0.00010685	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
308	22:35:03.635	0.00047006	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
309	22:35:03.635	0.00000438	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
310	22:35:03.635	0.00029648	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
311	22:35:03.635	0.00037452	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
312	22:35:03.635	0.00000292	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
313	22:35:03.635	0.00000109	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
314	22:35:03.635	0.00000146	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
315	22:35:03.635	0.00012362	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
316	22:35:06.684	0.00006819	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
317	22:35:06.684	0.00042120	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
318	22:35:06.684	0.00000693	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
319	22:35:06.684	0.00020823	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
320	22:35:06.684	0.00043287	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
321	22:35:06.684	0.00010284	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
322	22:35:06.684	0.00009700	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
325	22:35:06.684	0.00025126	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	SUCCESS		
326	22:35:06.684	0.00006455	wdtmon3.exe	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 2, Data: 7E 55 	
327	22:35:06.684	0.00011888	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
