SUDT ACCESSPORT LOG FILE - Monitor mode

Монитор: COM4
Задать время: 2017-05-13, 22:35:26
Имя компьютера: NEON
Версия системы:  (Build 9200)

#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( Hex )	

328	22:35:06.684	0.00047262	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
329	22:35:06.684	0.00049924	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
330	22:35:06.684	0.00000839	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
331	22:35:06.684	0.00019328	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
332	22:35:06.684	0.00044089	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
333	22:35:06.684	0.00000474	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
334	22:35:06.684	0.00000255	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
335	22:35:06.684	0.00000292	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
336	22:35:06.684	0.00012691	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
337	22:35:09.666	0.00010138	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
338	22:35:09.666	0.00036321	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
339	22:35:09.666	0.00003683	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
340	22:35:09.666	0.00010867	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
341	22:35:09.666	0.00036066	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
342	22:35:09.666	0.00003610	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
343	22:35:09.666	0.00003428	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
344	22:35:09.666	0.00003537	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: 0, ReadTotalTimeoutConstant: 0, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 0	
345	22:35:09.666	0.00003501	wdtmon3.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM4	SUCCESS	Mask: RXCHAR	
346	22:35:09.666	0.00024907	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	SUCCESS		
347	22:35:09.666	0.00007476	wdtmon3.exe	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 2, Data: 7E 55 	
348	22:35:09.666	0.00007038	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
349	22:35:09.666	0.00015061	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
350	22:35:09.666	0.00032237	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
351	22:35:09.666	0.00003756	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
352	22:35:09.666	0.00017869	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
353	22:35:09.666	0.00039312	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
354	22:35:09.666	0.00003866	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
355	22:35:09.666	0.00004084	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
356	22:35:09.666	0.00003720	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
357	22:35:09.666	0.00010831	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
358	22:35:12.677	0.00006345	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
359	22:35:12.677	0.00054628	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
360	22:35:12.677	0.00011305	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
361	22:35:12.677	0.00011305	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
362	22:35:12.677	0.00033039	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
363	22:35:12.677	0.00007038	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
364	22:35:12.677	0.00011779	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
365	22:35:12.677	0.00007585	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: 0, ReadTotalTimeoutConstant: 0, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 0	
366	22:35:12.677	0.00008387	wdtmon3.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM4	SUCCESS	Mask: RXCHAR	
367	22:35:12.677	0.00037124	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	SUCCESS		
368	22:35:12.677	0.00011560	wdtmon3.exe	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 2, Data: 7E 55 	
369	22:35:12.677	0.00000802	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
370	22:35:12.677	0.00030596	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
371	22:35:12.693	0.00033404	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
372	22:35:12.693	0.00000401	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
373	22:35:12.693	0.00007512	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
374	22:35:12.693	0.00027277	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
375	22:35:12.693	0.00003610	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
376	22:35:12.693	0.00003464	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
377	22:35:12.693	0.00003501	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
378	22:35:12.693	0.00009956	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
379	22:35:15.681	0.00006272	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
380	22:35:15.681	0.00042448	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
381	22:35:15.681	0.00008497	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
382	22:35:15.681	0.00026876	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
383	22:35:15.681	0.00049523	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
384	22:35:15.681	0.00007111	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
385	22:35:15.681	0.00007184	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
386	22:35:15.681	0.00004230	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: 0, ReadTotalTimeoutConstant: 0, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 0	
387	22:35:15.681	0.00015754	wdtmon3.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM4	SUCCESS	Mask: RXCHAR	
388	22:35:15.681	0.00000000	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4			
389	22:35:15.681	0.00006674	wdtmon3.exe	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 2, Data: 7E 55 	
390	22:35:15.681	0.00006746	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
391	22:35:15.681	0.00039312	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
392	22:35:15.681	0.00048647	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
393	22:35:15.681	0.00000620	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
394	22:35:15.681	0.00012362	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
395	22:35:15.681	0.00030487	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
396	22:35:15.681	0.00000292	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
397	22:35:15.681	0.00000438	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
398	22:35:15.681	0.00000292	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
399	22:35:15.681	0.00016009	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
400	22:35:18.676	0.00005543	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
401	22:35:18.676	0.00052294	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
402	22:35:18.676	0.00000620	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
403	22:35:18.676	0.00016337	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
404	22:35:18.676	0.00038765	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
405	22:35:18.676	0.00000547	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
406	22:35:18.676	0.00000219	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
407	22:35:18.676	0.00000219	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: 0, ReadTotalTimeoutConstant: 0, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 0	
408	22:35:18.676	0.00000438	wdtmon3.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM4	SUCCESS	Mask: RXCHAR	
409	22:35:18.676	0.00021297	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	SUCCESS		
410	22:35:18.676	0.00004887	wdtmon3.exe	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 2, Data: 7E 55 	
411	22:35:18.676	0.00000693	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
412	22:35:18.676	0.00046605	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
413	22:35:18.676	0.00052148	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
414	22:35:18.676	0.00005908	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
415	22:35:18.676	0.00022209	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
416	22:35:18.676	0.00044125	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
417	22:35:18.676	0.00006309	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
418	22:35:18.676	0.00005361	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
419	22:35:18.676	0.00003756	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
420	22:35:18.676	0.00023230	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
421	22:35:21.677	0.00006163	wdtmon3.exe	IRP_MJ_CREATE                       	COM4	SUCCESS	Port Opened	
422	22:35:21.677	0.00043688	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
423	22:35:21.677	0.00000547	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
424	22:35:21.677	0.00019911	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
425	22:35:21.677	0.00057691	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
426	22:35:21.677	0.00000802	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
427	22:35:21.677	0.00001276	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
428	22:35:21.677	0.00000255	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: 0, ReadTotalTimeoutConstant: 0, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 0	
429	22:35:21.677	0.00001058	wdtmon3.exe	IOCTL_SERIAL_SET_WAIT_MASK          	COM4	SUCCESS	Mask: RXCHAR	
430	22:35:21.677	0.00023011	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	SUCCESS		
431	22:35:21.677	0.00005725	wdtmon3.exe	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 2, Data: 7E 55 	
432	22:35:21.677	0.00007439	wdtmon3.exe	IRP_MJ_READ                         	COM4	SUCCESS	Length: 3, Data: 7E 41 0A 	
433	22:35:21.677	0.00016410	wdtmon3.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM4	CANCELLED		
434	22:35:21.693	0.00039458	wdtmon3.exe	IOCTL_SERIAL_SET_BAUD_RATE          	COM4	SUCCESS	Baud Rate: 9600	
435	22:35:21.693	0.00009700	wdtmon3.exe	IOCTL_SERIAL_CLR_RTS                	COM4	SUCCESS		
436	22:35:21.693	0.00015097	wdtmon3.exe	IOCTL_SERIAL_CLR_DTR                	COM4	SUCCESS		
437	22:35:21.693	0.00028700	wdtmon3.exe	IOCTL_SERIAL_SET_LINE_CONTROL       	COM4	SUCCESS	StopBits: 1, Parity: No, DataBits: 8	
438	22:35:21.693	0.00000219	wdtmon3.exe	IOCTL_SERIAL_SET_CHARS              	COM4	SUCCESS	EofChar: 0x0, ErrorChar: 0x0, BreakChar: 0x0, EventChar: 0x0, XonChar: 0xB8, XoffChar: 0xC3	
439	22:35:21.693	0.00000182	wdtmon3.exe	IOCTL_SERIAL_SET_HANDFLOW           	COM4	SUCCESS	ControlHandShake: 0x0, FlowReplace: 0x0, XonLimit: 4096, XoffLimit: 4096	
440	22:35:21.693	0.00000146	wdtmon3.exe	IOCTL_SERIAL_SET_TIMEOUTS           	COM4	SUCCESS	ReadIntervalTimeout: -1, ReadTotalTimeoutMultiplier: -1, ReadTotalTimeoutConstant: 3000, WriteTotalTimeoutMultiplier: 0, WriteTotalTimeoutConstant: 3000	
441	22:35:21.693	0.00011013	wdtmon3.exe	IRP_MJ_CLOSE                        	COM4	SUCCESS	Port Closed	
